日期,开盘价,最高价,最低价,收盘价,成交量,成交额,换手率,未复权开盘价,未复权最高价,未复权最低价,未复权收盘价,前复权比例系数
2026-07-30,91.55,92.99,85.1,85.1,17875980.0,1557944615.0,0.2261297893845834,91.55,92.99,85.1,85.1,1.0
2026-07-31,89.72,92.0,84.98,85.39,16386891.0,1458371673.0,0.2072929266254564,89.72,92.0,84.98,85.39,1.0
2026-08-03,82.69,84.26,79.2,79.67,11618083.0,941662263.0,0.1469678675990132,82.69,84.26,79.2,79.67,1.0
2026-08-04,80.9,87.64,79.75,87.64,16703344.0,1421204171.0,0.2112960330420064,80.9,87.64,79.75,87.64,1.0
2026-08-05,86.95,93.66,86.7,91.55,22186985.0,1999012551.0,0.280663675229493,86.95,93.66,86.7,91.55,1.0
2026-08-06,90.03,97.06,89.0,95.98,21916955.0,2071532894.0,0.2772478162372856,90.03,97.06,89.0,95.98,1.0
2026-08-07,95.2,105.58,95.15,105.58,19070879.0,1981697461.0,0.2412451709863669,95.2,105.58,95.15,105.58,1.0
2026-08-10,106.78,107.69,99.09,102.66,25600537.0,2625814327.0,0.3238448487826814,106.78,107.69,99.09,102.66,1.0
2026-08-11,101.64,104.06,99.14,99.31,14011289.0,1415613818.0,0.1772417417437551,101.64,104.06,99.14,99.31,1.0
2026-08-12,101.0,101.0,97.73,99.77,14250748.0,1414051163.0,0.1802708799077182,101.0,101.0,97.73,99.77,1.0
2026-08-13,101.0,101.21,95.95,96.03,17114242.0,1678642497.0,0.2164938615358035,101.0,101.21,95.95,96.03,1.0
2026-08-14,96.85,98.6,96.0,97.33,11445503.0,1112297558.0,0.1447847437058342,96.85,98.6,96.0,97.33,1.0
2026-08-17,97.1,99.78,96.49,99.67,15913281.0,1562538764.0,0.2013017960944068,97.1,99.78,96.49,99.67,1.0
2026-08-18,98.68,99.57,94.0,94.81,16286026.0,1566395558.0,0.2060169920357849,98.68,99.57,94.0,94.81,1.0
2026-08-19,90.05,92.48,85.87,86.6,12321523.0,1095685614.0,0.1558663301753135,90.05,92.48,85.87,86.6,1.0
2026-08-20,88.91,90.05,86.15,87.0,9886649.0,870163516.0,0.1250653589951042,88.91,90.05,86.15,87.0,1.0
2026-08-21,86.0,88.76,85.34,87.25,7726986.0,673900318.0,0.0977457860636242,86.0,88.76,85.34,87.25,1.0
2026-08-24,87.17,87.39,83.18,86.24,8470138.0,721115305.0,0.107146602423943,87.17,87.39,83.18,86.24,1.0
2026-08-25,83.55,88.27,81.8,87.04,9931259.0,847866874.0,0.1256296721071375,83.55,88.27,81.8,87.04,1.0
2026-08-26,89.0,89.0,85.04,86.35,8796337.0,765012301.0,0.1112729950003199,89.0,89.0,85.04,86.35,1.0
2026-08-27,86.9,89.99,86.3,89.45,12301245.0,1088497851.0,0.1556098150153536,86.9,89.99,86.3,89.45,1.0
2026-08-28,88.2,89.85,86.33,86.34,10345391.0,909319777.0,0.1308684104553241,88.2,89.85,86.33,86.34,1.0
2026-08-31,83.03,94.97,82.81,94.97,21538812.0,1972097327.0,0.2724643360058659,83.03,94.97,82.81,94.97,1.0
2026-09-01,94.01,94.18,90.3,91.61,15815032.0,1458856481.0,0.2000589537060596,94.01,94.18,90.3,91.61,1.0
2026-09-02,91.14,92.8,87.82,87.88,10808757.0,965717877.0,0.1367299551643681,91.14,92.8,87.82,87.88,1.0
