股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,阶段2分,长期趋势证据,右上角位置证据,40日仍活证据,长期下降修复惩罚,二级结构延续贡献,阶段3分,生命周期标签,阶段3通过,阶段3风险提示,阶段3规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明,阶段2通过,基础整理条件,整理成熟,振幅收敛,流动性收敛,短期下行停止,中期趋势仍活,稳健上沿核心区,稳健上沿宽区,阶段2风险提示,阶段2规则说明
603083,剑桥科技,224.46,-0.042528686601544186,0.19209729672314002,0.16766373614940444,0.20794317081046176,0.2749786992331724,0.046677547213802795,0.9501303214596004,0.17611866501854143,-0.05637533106318571,0.21672619047619046,0.8126321264244702,32057551.4,22942663.5,1.3972898743862063,0.11368786592459033,0.0832497512512982,1.3656240915532762,False,0.12546500518366432,0.04995508379196023,True,3,2,部分收敛/待确认,-0.14715604696227058,0.7952959830866809,0.16104103679526593,0.07376937168886455,0.012442948639060702,0.08298772874743676,-0.01587162399158193,202.25,176.92,0.1098145859085291,0.26870902102645267,True,3,2026-09-07,沪深主板10%,25,10.001592610288256,13,3,2,1,0,2.7727272727272725,8.772727272727273,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,,,76,1.7159090909090908,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,True,False,True,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
603228,景旺电子,111.75,0.01581674393236976,0.15995432842017854,0.19009584664536727,0.1401897765534128,0.5585774058577406,0.3786084381939303,0.9434782608695653,0.15230847285641813,-0.015938710813666823,0.15525700934579448,0.9810086739284714,44581450.6,36836680.3,1.2102461523928367,0.04632060588784915,0.03751148761727935,1.2348378811431608,False,0.11876425972744653,0.053048505387738754,True,3,2,部分收敛/待确认,-0.015938710813666823,0.971192105681999,0.15557026229118298,0.06500472741107388,0.052454749140980805,0.08111537040020456,-0.011061946902654829,98.55,85.6,0.1339421613394216,0.3054906542056075,True,2,2026-09-07,沪深主板10%,25,10.002240143369168,13,3,2,1,0,2.7727272727272725,8.772727272727273,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,,,76,1.7159090909090908,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,True,False,True,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
603261,立航科技,56.9,-0.021496130696474602,-0.014206514206514198,-0.0017543859649122862,0.01426024955436711,0.20168954593453003,0.2709403618494526,0.8237179487179487,0.09246009906439184,-0.11919504643962842,0.35600335852225007,0.2597169292115347,2136100.0,2914770.0,0.7328537071535661,0.0235442807822182,0.03760749851796694,0.6260528274958236,True,0.0006326666900988709,0.006231794509665489,True,3,3,收敛较充分,-0.11919504643962842,0.8296836982968371,0.037261192941519417,0.04077401520387025,0.07385824684745002,0.10559941072280132,-0.0445004198152813,54.51,53.95,0.04384516602458266,0.05468025949953659,True,2,2026-08-27,沪深主板10%,25,10.009587727708524,12,3,2,1,0,2.590909090909091,8.59090909090909,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,3,True,,,76,1.7159090909090908,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,True,True,True,True,False,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
002963,豪尔赛,20.13,-0.034069097888675626,-0.0004965243296922717,0.05117493472584855,0.12899607403252955,0.34199999999999986,0.03283735248845554,0.38065843621399176,0.13867876954109937,-0.18104149715215623,0.4416422287390028,0.31400704125839907,10574287.4,16246874.5,0.650850562057336,0.0846487710818544,0.10879093235205432,0.7780866406027814,True,0.021948402002310408,-0.001891000775795293,True,3,3,收敛较充分,-0.18104149715215623,0.6547711404189295,0.01736032143127897,0.07743325526932088,0.021348220827034803,0.041649549848299605,-0.09119638826185095,19.83,18.23,0.015128593040847349,0.10422380691168387,True,4,2026-09-07,沪深主板10%,25,10.021905805038323,10,3,2,1,0,2.1363636363636367,8.136363636363637,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,4,True,,,76,1.7159090909090908,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,True,True,True,True,False,False,距离短周期稳健上沿较远,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
603082,北自科技,44.95,-0.02452256944444431,0.02508551881413923,0.007621609504595561,0.11955168119551685,0.34179104477611943,0.11015065448258832,0.2946428571428572,0.14054179208150036,-0.08749492488834743,0.17920519870032497,0.7842506417267542,5537095.2,6490288.0,0.8531355157120917,0.1770540894397747,0.16002919355276163,1.1063861881013601,True,0.019182979465492522,0.02600165729770887,True,3,3,收敛较充分,-0.11218645072091649,0.74822695035461,0.023743096281956477,0.03889093966613344,0.046242749432564345,0.026733227373463953,-0.08730964467005076,43.19,42.57,0.040750173651308286,0.05590791637303272,True,2,2026-08-28,沪深主板10%,25,10.012453300124546,10,3,2,1,0,2.1363636363636367,8.136363636363637,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,4,True,,,76,1.7159090909090908,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,True,True,True,True,False,False,距离短周期稳健上沿较远,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
603880,南卫股份,9.72,-0.02114803625377637,0.005170630816959676,0.004132231404958775,0.20895522388059717,0.5283018867924529,0.2623376623376623,0.3905579399141632,0.1006355932203391,-0.06448508180943213,0.1969339622641509,0.5110118745559735,10689526.6,13850089.4,0.7718019928448981,0.0444957445630738,0.04791722102670197,0.9285960998923217,True,0.0024217961654895426,0.015734989648033215,True,3,3,收敛较充分,-0.06448508180943213,0.8683693516699411,0.03779628443305594,0.07376512921164546,0.04749139972300398,0.05612333275593273,-0.05355404089581295,9.44,9.28,0.029661016949152685,0.0474137931034484,True,1,2026-08-17,沪深主板10%,25,9.950248756218905,10,3,2,1,0,2.1363636363636367,8.136363636363637,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,4,True,,,76,1.7159090909090908,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,True,True,True,True,False,False,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
688485,九州一轨,94.98,-0.02823818293431546,-0.005132502356761215,0.14433734939759035,0.31733703190013896,1.01143583227446,0.398821796759941,2.8594067452255185,0.12857450010750385,-0.0952562392836731,0.29936305732484075,0.4294935429123001,7217467.2,7401077.9,0.975191356923834,0.05248157861235984,0.04924463608730043,1.0657318803071463,True,0.012708614076915037,0.03269470827679788,True,3,3,收敛较充分,-0.0952562392836731,0.8920436143797906,0.054103545863159797,0.10918532162741301,0.11480049929922909,0.22930355146631487,-0.08673076923076917,93.02,81.17,0.021070737475811674,0.17013675003079953,True,1,2026-08-14,科创板20%,25,20.006657789613836,10,3,2,1,0,2.1363636363636367,8.136363636363637,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,4,True,,,76,1.7159090909090908,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,True,True,True,True,False,False,距离短周期稳健上沿较远,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
002536,飞龙股份,53.3,-0.007633587786259666,-0.08513559903879164,-0.000562535158447397,0.25117370892018775,0.08311318837634629,0.16604681688908318,0.7127249357326477,0.1671588895451861,-0.16679693606377988,0.361063829787234,0.462962157255377,66310871.0,68829505.6,0.96340763197346,0.1344393063060676,0.1262179430871963,1.0651362478090112,True,-0.05258702424488704,0.012449318591815972,False,3,2,部分收敛/待确认,-0.16679693606377988,0.7570029606012297,0.01753481668146195,0.05317744396197632,0.05342343165007746,0.07572920844233932,-0.10087719298245623,50.79,50.79,0.04941917700334697,0.04941917700334697,True,3,2026-09-02,沪深主板10%,25,10.00189429816254,9,3,2,1,0,1.6704545454545454,7.670454545454545,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,8,True,,,76,1.7159090909090908,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,True,True,False,True,False,False,距离短周期稳健上沿较远,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
600330,天通股份,27.48,-0.03034580098800277,0.046458492003046414,-0.050449205252246054,0.10008006405124092,0.42976066597294493,-0.16423357664233584,0.6715328467153283,0.17069486404833836,-0.11354838709677417,0.19062623079952737,0.8954426855758907,105282243.2,114449194.7,0.9199037483485237,0.0635521629550508,0.09278903946198949,0.6849102364195135,True,0.03608136275425866,0.0021137861851532325,True,3,3,收敛较充分,-0.2646507894032646,0.6537114845938377,-0.012327930129748754,0.07603191120360742,-0.014567086648258343,0.07336324828470397,-0.11354838709677417,26.48,25.7,0.03776435045317217,0.06926070038910503,True,3,2026-09-07,沪深主板10%,25,10.01523229246002,9,3,2,1,0,1.6704545454545454,7.670454545454545,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,8,True,,,76,1.7159090909090908,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,True,True,True,True,False,False,距离短周期稳健上沿较远,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
603269,海鸥股份,24.2,-0.09363295880149813,-0.11711054359722728,0.09107303877367001,0.36723163841807915,0.8980392156862744,0.40534262485482,1.3540856031128405,0.15855181023720344,-0.16724019270474877,0.658675799086758,0.2407129736010229,45608838.4,48452980.2,0.9413009934938944,0.09816838076798373,0.11217383054514585,0.8751451233402836,True,-0.0433891856296188,0.06580864497328776,False,3,2,部分收敛/待确认,-0.16724019270474877,0.773320895522388,0.07617734691154876,0.1402960024412574,0.109818635303224,0.1498807138085696,-0.13074712643678166,24.03,22.58,0.0070744902205575055,0.07174490699734282,True,5,2026-08-31,沪深主板10%,25,10.02506265664158,9,3,2,1,0,1.6704545454545454,7.670454545454545,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,8,True,,,76,1.7159090909090908,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,True,True,False,True,False,False,距离短周期稳健上沿较远,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据
