股票代码,股票名称,最新收盘,ret1,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,距250日高点,250日位置,MA20距离,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,整理成熟,中期趋势仍活,均线趋势辅助,稳健上沿核心区,稳健上沿宽区,适度重新加速,整理成熟贡献,40日趋势贡献,均线趋势辅助贡献,稳健上沿贡献,重新加速辅助贡献,阶段2分,阶段2通过,阶段2风险提示,阶段2规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明
600186,莲花控股,12.38,0.04384485666104565,0.12341197822141581,0.27892561983471076,0.12545454545454549,0.06540447504302938,,0.13533151680290648,-0.07473841554559046,-0.22284996861268036,0.6450000000000001,0.07019363762102371,0.05441838897721274,0.02050955799933374,,0.018092105263157965,11.01,10.8,0.12443233424159872,0.14629629629629637,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,40,40,11,入选：阶段2分=12；软容量30-40只，本次实际40只
600547,山东黄金,37.89,0.027107617240444526,0.16548754229467866,0.3124350536889504,0.5528688524590164,0.4022945965951148,,0.14434523809523814,-0.014564369310793301,-0.20415879017013228,0.6156583629893239,0.1385387400652054,0.0648830266637912,0.04776865228577076,,-0.005250721974271566,33.6,33.6,0.1276785714285713,0.1276785714285713,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,40,40,11,入选：阶段2分=12；软容量30-40只，本次实际40只
600698,湖南天雁,7.68,0.042062415196743475,0.1671732522796352,0.15488721804511263,0.34736842105263155,0.23076923076923062,,0.1195499296765119,-0.035175879396984966,-0.14666666666666672,0.628169014084507,0.08735664731700399,0.042905286454403724,0.014884205048139254,,0.026737967914438387,7.11,6.38,0.08016877637130793,0.20376175548589348,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,40,40,11,入选：阶段2分=12；软容量30-40只，本次实际40只
600801,华新水泥,24.06,0.03040685224839379,0.056189640035118504,0.1211556383970176,0.3554929577464787,0.3183561643835615,,0.06628870475359788,-0.019959266802444087,-0.019959266802444087,0.9493278179937951,0.03306139974237876,0.029249214786180255,0.04051534158331904,,-0.011097410604192337,22.93,22.32,0.04928041866550359,0.07795698924731176,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,40,40,11,入选：阶段2分=12；软容量30-40只，本次实际40只
601118,海南橡胶,6.79,0.04461538461538472,0.0951612903225807,0.273921200750469,0.4028925619834711,0.22342342342342336,,0.12580645161290327,-0.027220630372492893,-0.1907032181168058,0.5800524934383201,0.13072439633638622,0.057718621719119234,0.0023853779429987565,,-0.011644832605531286,6.2,5.73,0.0951612903225807,0.1849912739965096,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,40,40,11,入选：阶段2分=12；软容量30-40只，本次实际40只
603188,亚邦股份,5.07,0.04752066115702491,0.08102345415778256,0.25806451612903225,0.3033419023136248,0.18457943925233655,,0.11157894736842111,-0.03977272727272729,-0.1026548672566372,0.7444933920704846,0.09137875363254766,0.04348517370220217,0.010863053636327669,,0.014000000000000012,4.75,4.46,0.06736842105263174,0.13677130044843056,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,40,40,11,入选：阶段2分=12；软容量30-40只，本次实际40只
603318,水发燃气,10.14,0.026315789473684292,0.1266666666666667,0.1291759465478841,0.29833546734955196,0.195754716981132,,0.08094262295081976,-0.03886255924170612,-0.3284768211920529,0.36246786632390754,0.07358390682901006,0.0324901630129284,0.01370090969602833,,-0.011695906432748426,9.76,8.64,0.03893442622950838,0.17361111111111116,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,40,40,11,入选：阶段2分=12；软容量30-40只，本次实际40只
603330,天洋新材,11.49,0.025892857142857162,0.14101290963257207,0.5958333333333332,0.4525916561314791,0.34701055099648315,,0.16731517509727634,-0.11136890951276102,-0.11136890951276102,0.8059299191374664,0.1449925261584455,0.09372958850424573,0.062412698412698475,,-0.019624573378839605,10.28,8.59,0.11770428015564205,0.33760186263096625,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,40,40,11,入选：阶段2分=12；软容量30-40只，本次实际40只
603333,尚纬股份,10.31,0.0248508946322068,0.18778801843317972,0.19190751445086707,0.30012610340479196,0.218676122931442,,0.05348133198789096,-0.04889298892988925,-0.04889298892988925,0.8531855955678672,0.08258518401848058,0.040760663686643106,0.02473323019556517,,0.0019436345966958868,9.91,8.55,0.04036326942482349,0.20584795321637417,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,40,40,11,入选：阶段2分=12；软容量30-40只，本次实际40只
603400,华之杰,48.38,0.04945770065075927,0.027830890163586197,0.07582832999777644,0.2671555788370876,0.01638655462184868,,0.1256604640477831,-0.06566241792197758,-0.29761904761904756,0.4599578503688094,0.0527346512462874,0.042841518186119476,-0.01995731869974471,,0.017455310199789853,43.53,42.46,0.11141741327819887,0.13942534149788033,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,40,40,11,入选：阶段2分=12；软容量30-40只，本次实际40只
603912,佳力图,9.41,0.022826086956521774,0.12559808612440193,0.20641025641025657,0.28904109589041105,0.10187353629976603,,0.10569105691056913,-0.011554621848739455,-0.22742200328407225,0.5421487603305786,0.09348672360699561,0.04950877343515381,0.00029493553551884766,,0.016198704103671746,8.61,8.07,0.0929152148664345,0.16604708798017342,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,40,40,11,入选：阶段2分=12；软容量30-40只，本次实际40只
688808,联讯仪器,2528.0,0.05342111842653541,0.09247583199726872,0.20667681777175284,0.12176073837415702,0.16605166051660514,,0.1761467889908257,-0.01404056162246492,-0.0899174517688649,0.8804230220511495,0.10665981132938618,0.04780729697777697,0.02631153359728322,,0.019075414805617807,2180.0,2123.0,0.15963302752293584,0.19076778144135664,True,True,True,True,True,True,3,3,1,4,1,12,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,1,True,30,40,40,11,入选：阶段2分=12；软容量30-40只，本次实际40只
000007,全新好,12.93,0.005443234836703059,0.17652411282984537,0.3539267015706804,0.15446428571428572,-0.01523229246001534,,0.06386418755052554,-0.01747720364741645,-0.27318718381112983,0.495850622406639,0.1095855144597957,0.05703508600786922,0.008403856928021813,,-0.0038520801232666546,12.37,10.93,0.045270816491511656,0.18298261665141813,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
000526,学大教育,37.41,-0.018110236220472586,-0.042977743668457524,0.05380281690140842,0.4011235955056178,0.4284077892325313,,0.12048540884137537,-0.042977743668457524,-0.042977743668457524,0.8901242642249833,0.04549773629199039,0.035189841220149454,0.04323390982259734,,0.014370932754880439,34.61,33.71,0.08090147356255417,0.10975971521803607,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
000720,新能泰山,3.9,0.0025706940874035134,0.07734806629834257,0.09243697478991608,0.19631901840490795,-0.16309012875536488,,0.044736842105263255,-0.04878048780487798,-0.4568245125348189,0.21531100478468898,0.022146507666098714,0.03278535400709903,-0.054475209272376035,,-0.012658227848101333,3.8,3.5,0.026315789473684292,0.11428571428571432,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
000721,西安饮食,7.3,-0.03820816864295129,0.1248073959938365,0.11280487804878048,0.32969034608378855,0.19476268412438613,,0.12444444444444443,-0.03820816864295129,-0.14117647058823535,0.620253164556962,0.08212273940112658,0.03369258135398123,0.012647508741258973,,-0.00815217391304357,6.75,6.35,0.08148148148148149,0.14960629921259838,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
000889,中嘉博创,4.07,0.0,0.09408602150537626,0.03826530612244916,0.3432343234323434,0.10899182561307907,,0.04846938775510214,-0.0915178571428572,-0.30899830220713065,0.40131578947368435,0.0185185185185186,0.021818816547390485,0.003776847469967093,,0.0,3.92,3.7,0.03826530612244916,0.10000000000000009,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
002012,凯恩股份,7.35,0.009615384615384581,0.11702127659574457,0.14130434782608692,0.2068965517241379,-0.04296875,,0.07737226277372267,-0.004065040650406582,-0.23834196891191717,0.5137420718816067,0.08591268375563255,0.05118989271905461,-0.022278673948939454,,0.009615384615384581,6.85,6.42,0.07299270072992692,0.1448598130841121,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
002037,保利联合,7.05,-0.0028288543140029265,0.053811659192825045,0.03372434017595305,0.1691542288557213,0.014388489208633004,,0.03498542274052468,-0.0832249674902471,-0.23202614379084963,0.39142857142857146,0.00541928123217339,0.02681126675704193,-0.008256349585923806,,0.0014204545454545858,6.86,6.62,0.027696793002915276,0.06495468277945604,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
002229,鸿博股份,12.12,0.002481389578163684,0.12014787430683915,0.12118408880666043,0.24563206577595054,-0.1838383838383839,,0.10842293906810027,-0.14647887323943665,-0.39940535183349857,0.3063683304647159,0.026379303044417046,0.04188304704544743,-0.03764179628113673,,-0.013832384052074875,11.16,10.3,0.08602150537634401,0.17669902912621338,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
002322,理工能科,12.9,0.0007757951900697613,0.09414758269720114,0.1966604823747682,0.3285272914521111,0.2239089184060723,,0.07786885245901648,-0.08575478384124724,-0.12660798916723082,0.6511194029850748,0.0696960902193291,0.04093549649339301,0.019455008328880696,,-0.00462962962962965,12.2,11.54,0.057377049180328044,0.11785095320623928,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
002329,皇氏集团,4.0,-0.01477832512315258,0.04986876640419946,0.21580547112462,0.21580547112462,0.19047619047619047,,0.06770833333333329,-0.15074309978768574,-0.1869918699186992,0.6101694915254238,0.029601029601029616,0.03521858181474835,-0.006147944127483762,,-0.0024937655860348684,3.84,3.41,0.04166666666666674,0.17302052785923738,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
002476,宝莫股份,5.09,-0.00391389432485334,0.03877551020408143,0.1186813186813187,0.12610619469026552,0.009920634920634885,,0.02579365079365077,-0.01737451737451734,-0.20219435736677116,0.45569620253164556,0.0401553080617143,0.03209102180730783,-0.005546447134335497,,-0.013565891472868241,5.04,4.81,0.009920634920634885,0.058212058212058215,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
002580,圣阳股份,22.19,0.012317518248175174,0.11395582329317255,0.16117216117216127,0.24453168816601245,0.07405614714424003,,0.10921501706484633,-0.044358311800172134,-0.3908866318967883,0.40418410041841013,0.05390643552600349,0.0542809859768314,-0.016524828554903892,,-0.011140819964349347,20.51,18.87,0.0819112627986347,0.17594064652888175,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
002734,利民股份,16.57,-0.0071899340922708666,0.12951601908657118,0.09300791556728227,0.02664188351920682,0.042138364779874316,,0.10858257477243172,-0.028152492668621742,-0.25326723749436686,0.4642516682554814,0.056760204081632626,0.031906811851101446,-0.010172896949188437,,0.01159951159951178,15.38,14.34,0.07737321196358904,0.1555090655509066,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
002827,高争民爆,60.15,-0.026226323457989364,0.07410714285714293,0.34383378016085797,1.626637554585153,1.3063650306748467,,0.13878152033867108,-0.027957336780866204,-0.027957336780866204,0.9564012096774193,0.05595786701777494,0.13724924793865045,0.1549576901056302,,-0.013934426229508245,54.33,52.0,0.1071231363887355,0.15673076923076912,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
002829,星网宇达,21.57,0.0,0.08994441637190498,0.039017341040462394,0.3380893300248138,-0.002773925104022079,,0.11960985626283359,-0.032735426008968616,-0.2212996389891696,0.4760683760683761,0.04846157585184474,0.00148741418764331,-0.028400672146481565,,0.027632205812291755,19.48,18.61,0.1072895277207393,0.15905427189682975,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
002846,英联股份,10.96,-0.009041591320072317,0.07556427870461246,0.025257249766136747,0.09054726368159205,-0.06324786324786313,,0.05387523629489606,-0.01704035874439458,-0.38323016319639835,0.24417314095449513,0.023964123884710586,0.025633499657567782,-0.021925584963559674,,-0.009041591320072317,10.58,10.02,0.035916824196597474,0.09381237524950103,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
002882,金龙羽,23.92,0.006310475389146086,0.15444015444015458,0.042720139494333065,0.35064935064935066,0.16342412451361876,,0.15247895229186165,-0.029220779220779147,-0.2323491655969191,0.5153949129852746,0.07653187515470639,0.04743127716996076,0.005103050288540967,,0.017872340425532096,21.38,20.7,0.11880261927034619,0.15555555555555567,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
002973,侨银股份,12.78,0.01670644391408116,0.14413607878245305,0.2792792792792791,0.28830645161290325,-0.020689655172413945,,0.1016088060965283,-0.017678708685626487,-0.10816468946266578,0.7256637168141592,0.07843550905025087,0.04485714285714293,-0.009412832929782011,,-0.005447470817120603,11.81,10.46,0.08213378492802703,0.22179732313575506,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,True,30,40,40,11,入选：阶段2分=11；软容量30-40只，本次实际40只
300134,大富科技,8.82,0.0034129692832765013,0.1322207958921695,0.060096153846153744,0.10387984981226528,-0.1428571428571428,,0.0722021660649819,-0.10728744939271262,-0.26377295492487485,0.37301587301587297,0.03327085285848175,0.024831910242131716,-0.03563973127870357,,0.0,8.31,7.79,0.06137184115523464,0.1322207958921695,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,False,30,40,40,11,未入选：满足基础条件，但位于本次软容量边界之外（30-40只）
300305,裕兴股份,6.52,0.007727975270479082,0.07590759075907583,0.043199999999999905,0.24665391969407247,-0.13297872340425532,,0.07920792079207928,-0.03550295857988173,-0.21445783132530127,0.5388601036269427,0.04128403737123687,0.0434426229508198,-0.026837335628042136,,0.006172839506172645,6.06,5.88,0.07590759075907583,0.10884353741496589,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,False,30,40,40,11,未入选：满足基础条件，但位于本次软容量边界之外（30-40只）
300515,三德科技,16.37,0.007384615384615545,0.049358974358974406,0.031505986137366104,0.2602001539645882,0.0741469816272966,,0.044331855604813133,-0.03364817001180642,-0.16265984654731458,0.5631868131868133,0.017149248167018794,0.0206379387698421,0.0061203787195671655,,0.005528255528255421,15.79,15.34,0.036732108929702356,0.06714471968709268,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,False,30,40,40,11,未入选：满足基础条件，但位于本次软容量边界之外（30-40只）
300897,山科智能,16.37,-0.012070006035002967,0.04600638977635785,-0.06189111747850995,0.15852795470629877,-0.0018292682926828174,,0.07371794871794875,-0.05375722543352601,-0.26854334226988374,0.4430027803521781,0.007880802856791158,0.04042562470018751,-0.0242512233155886,,-0.015634395670474976,15.6,15.49,0.049358974358974406,0.05681084570690764,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,False,30,40,40,11,未入选：满足基础条件，但位于本次软容量边界之外（30-40只）
600368,五洲交通,4.36,-0.0113378684807256,0.10659898477157359,0.11224489795918369,0.23163841807909602,0.17520215633423186,,0.04491725768321501,-0.013574660633484115,-0.013574660633484115,0.9482758620689659,0.06419331217964386,0.024410989197924726,0.019822405596914505,,-0.013574660633484115,4.23,3.92,0.030732860520094496,0.11224489795918369,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,False,30,40,40,11,未入选：满足基础条件，但位于本次软容量边界之外（30-40只）
600379,宝光股份,14.88,-0.017173051519154492,0.02975778546712804,0.13155893536121677,0.0026954177897575704,0.24310776942355883,,0.11563636363636362,-0.07462686567164167,-0.2828915662650602,0.4913344887348354,0.022329096530401937,0.05061207694681613,0.02266081871345027,,-0.006675567423230944,13.75,13.75,0.08218181818181813,0.08218181818181813,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,False,30,40,40,11,未入选：满足基础条件，但位于本次软容量边界之外（30-40只）
600617,国新能源,3.46,-0.005747126436781658,0.029761904761904878,0.01764705882352935,0.2720588235294117,0.09148264984227139,,0.06287425149700598,-0.03081232492997199,-0.25108225108225113,0.4449760765550239,0.007131421918206815,0.028156312625250424,-0.0027523421372994683,,-0.005747126436781658,3.34,3.24,0.03592814371257491,0.06790123456790109,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,False,30,40,40,11,未入选：满足基础条件，但位于本次软容量边界之外（30-40只）
600712,南宁百货,5.7,-0.01724137931034475,0.07954545454545459,0.005291005291005346,0.19747899159663884,0.04395604395604402,,0.0893854748603351,-0.027303754266211677,-0.14027149321266963,0.6008583690987126,0.040905770635500494,0.03276667531793409,-0.010048296651648414,,0.0,5.37,5.15,0.06145251396648055,0.10679611650485432,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,False,30,40,40,11,未入选：满足基础条件，但位于本次软容量边界之外（30-40只）
601609,金田股份,13.46,0.0,0.039382239382239614,0.29174664107485615,0.30426356589147296,0.09967320261437917,,0.1035031847133757,-0.028860028860028808,-0.06397774687065372,0.8318098720292505,0.11313264968574277,0.0575568587297155,0.011248272962095296,,-0.01319648093841641,12.56,12.41,0.07165605095541405,0.08460918614020962,True,True,True,True,True,False,3,3,1,4,0,11,True,,核心：整理成熟+40日趋势仍活+稳健5日上沿；2%-6%单日加速仅为中等证据,23,False,30,40,40,11,未入选：满足基础条件，但位于本次软容量边界之外（30-40只）
